Gene_ID,WT_0_01,WT_0_02,CP_0_04,CP_0_05,WT_05_07,WT_05_08,CP_05_11,CP_05_12,WT_1_13,WT_1_14,CP_1_16,CP_1_17,WT_2_20,CP_2_22,CP_2_23,WT_2_25,WT_4_16,CP_4_28
nrdR,6713,5835,4479,4338,14063,11675,21083,22828,7268,6222,7099,8418,7079,6589,7207,6822,3054,9866
SPD_1524,32745,30171,17757,18154,2588,2665,2333,1883,1804,2150,1233,1442,5274,4254,3590,2056,712,4009
SPD_1525,57077,54595,26544,27670,5232,4733,4567,4447,3367,3780,2315,2512,10188,5711,6223,2744,1136,5770
SPD_1526,73147,67185,33681,33239,9184,9095,10581,9428,6399,6451,4419,5309,18193,10439,11281,5015,1874,9800
natB,14656,12895,17894,17073,51724,43798,61750,66862,27998,22570,24504,25757,51968,63585,63879,73167,31593,131658
natA,11032,9568,13335,12802,37568,31027,45083,48866,21299,15481,18181,19661,52588,79161,81774,86752,33837,178332
SPD_1529,230,196,25,22,2,4,8,9,7,5,3,6,11,3,5,4,3,16
SPD_1530,2101,2051,1314,1461,3519,3167,4808,5730,2107,1851,1558,1755,1673,1761,2139,1973,994,3133
scrK,16913,15732,710,863,4786,3752,3611,4645,2548,2231,1353,1414,1916,1470,1681,1484,762,1998
SPD_1532,64756,57857,2036,2592,9410,7103,3071,3505,1435,1561,446,611,941,308,768,400,345,484
SPD_1533,81,57,37,14,5,6,5,0,7,8,1,5,12,17,13,16,4,60
scrB,23865,20252,522,551,2245,1807,2378,2584,1608,1415,1213,1339,1376,1312,1736,1618,835,2403
scrR,17632,15763,420,461,1562,1326,1410,1480,934,1046,631,669,652,588,924,742,387,1200
SPD_1536,24913,25239,13188,14343,6920,5464,6903,11365,6486,4842,2839,3397,4115,4471,5446,5725,2375,11711
mvaS,26386,22781,14978,15272,15827,13804,15845,15940,14200,11545,6774,7405,12058,11152,11934,19003,8483,25358
SPD_1538,5932,4776,3871,3817,4663,4052,4574,5013,3240,2450,2595,3047,2464,2874,2877,1798,834,3086
SPD_1539,7818,6359,5191,5239,7417,6769,7151,6946,5141,4619,4389,5334,3892,4630,4726,3815,1550,5157
SPD_1540,4022,3402,2368,2317,5188,4208,4808,6395,3586,2868,2776,3001,2919,2717,3498,2334,1137,3545
SPD_1541,3648,3173,2004,1981,5855,4921,6070,7659,4028,3288,3042,3457,3402,4111,4739,3616,1736,6062
stkP,56206,51799,36624,37535,102873,87327,127862,147268,64757,58715,54407,64088,48081,43644,47952,36795,16846,56293
phpP,14210,13250,8424,8278,28194,22404,32257,42204,18192,14772,14228,16466,15443,13044,16703,12730,6069,20100
sun,10534,9962,5576,5687,11805,9758,12848,14087,9008,8336,8365,10252,8185,8146,9149,6936,3276,12262
fmt,6258,5875,2987,3117,5752,4672,6354,7630,4580,4010,4540,5451,4697,4258,5307,3393,1725,7494
priA,13127,12380,6656,7073,11934,9501,13392,18598,9973,9127,9373,11568,11489,9584,12939,9149,4549,25934
SPD_1547,11715,10684,7926,7690,13121,13829,17595,14367,11285,11060,8240,9110,9800,9542,8974,12508,5499,14141
gmk,17198,15704,9455,9086,24577,21399,29743,30154,20155,17660,12826,15231,18419,17616,19749,18720,8933,29233
SPD_1549,84996,80758,51381,50340,93646,78270,82919,103786,66255,53873,36310,42124,54685,55774,56390,63578,27332,92949
SPD_1550,283,271,120,159,1234,1308,1636,1303,711,874,869,989,928,702,694,607,257,811
SPD_1551,305,297,158,201,1351,1551,1931,1373,973,901,809,933,1025,901,898,720,382,1059
SPD_1552,12748,11482,9257,9418,3186,2546,3416,4796,3456,2774,1907,2299,1866,1490,1971,1820,957,2575
SPD_1553,7792,6719,5603,5572,2206,1838,2387,3096,2513,1955,1373,1593,1324,1177,1401,1424,555,1883
SPD_1554,5788,5513,3696,3728,4331,3752,5765,7711,2656,2301,1685,1965,1593,1304,1716,1246,593,2164
SPD_1555,12044,9847,9804,9300,10620,9677,14262,12814,6423,6497,5096,6480,5029,3755,3855,3690,1669,4660
SPD_1556,8746,8560,5894,6021,8428,6629,10786,15417,4778,3945,3365,3792,3603,2459,3406,2171,1158,3863
nadD,10752,9900,7414,7503,9390,7656,12532,15509,5453,4406,3699,4406,4168,3141,4141,2659,1246,4807
SPD_1558,7519,6427,6607,6120,6951,6567,8956,8365,4260,4648,4022,4590,3885,3283,2976,3021,1480,3744
SPD_1559,18967,16704,12721,12400,17635,15033,25239,28205,9570,7886,8135,8883,8030,6980,8713,6665,3043,10916
SPD_1560,8337,7727,5367,5413,8659,7429,12515,16748,4574,3642,3751,4337,3674,3354,4617,3276,1483,5833
SPD_1561,21384,18506,14500,14221,25682,21461,36861,44769,13053,10910,11889,14367,12466,11001,14005,10706,4854,17588
SPD_1562,5943,5292,5063,4801,9362,8725,14139,15368,5100,4676,4758,5778,4721,4171,4369,4558,2007,5478
SPD_1563,5608,5291,2607,2588,25044,21905,25569,29146,13915,11234,11120,12523,12192,10815,15346,6659,2738,12488
SPD_1564,2610,2444,1157,1226,5633,5345,6524,6657,4212,3847,4020,4165,3149,3505,4458,2021,894,3431
SPD_1565,7905,7364,5058,4894,14474,13018,18796,19028,9760,8909,9311,11536,9367,11638,11387,7335,3296,14464
SPD_1566,21532,19627,19740,19589,51620,46570,63366,48806,23114,21560,24821,30675,25505,26170,22431,24674,11751,36836
trx,50097,43625,41751,41052,114083,107845,147655,121634,50400,45731,49870,63680,59516,49586,56417,50484,22276,71485
SPD_1568,517,547,205,272,61,70,29,33,66,100,43,38,168,164,176,230,127,635
F55,120,143,46,41,27,24,12,15,16,19,9,10,38,21,43,32,15,175
SPD_1569,70647,63217,35444,34538,90628,73895,103427,170189,51184,39240,36354,42481,28978,29281,33282,23057,9843,32446
SPD_1570,11017,8864,8209,7665,13643,12472,13035,12260,10434,9648,8038,9954,6005,5725,5340,3825,1817,4996
SPD_1571,21530,19749,12966,13479,24483,18730,20360,28660,16268,12987,9795,11822,9706,7658,10453,5225,2346,9087
SPD_1572,5198,4915,3286,3318,6169,5019,5819,7317,3922,3365,2784,3350,2501,2225,2756,1405,688,2496
prmA,6146,5881,3625,3907,7919,5873,7792,11775,4635,3808,3325,3745,3175,2667,3355,1595,615,2822
SPD_1574,2962,2454,1808,1848,3995,3121,4336,5814,2411,2046,1809,2109,1746,1474,1721,879,373,1438
SPD_1575,7050,6166,4703,4744,9752,8592,10983,12506,6335,5443,5119,5738,4863,4266,4651,3006,1478,4188
SPD_1576,2902,2543,2167,2189,4542,4323,5754,5127,2937,2666,2506,2831,2327,2384,2257,1751,816,2542
SPD_1577,21347,19716,13291,12854,19866,17442,29532,29703,11384,9759,11164,13138,12170,12362,13428,9513,4285,14995
SPD_1578,229,171,91,117,97,119,109,110,79,75,54,70,100,91,90,87,42,144
SPD_1579,217,174,126,138,191,205,316,167,187,273,205,215,236,334,191,172,102,207
SPD_1580,6217,6305,2823,3253,6317,5125,7246,9699,3703,3599,2802,2968,3275,2539,3554,2772,1067,4108
SN34,2664,1859,1485,1345,3198,5068,4901,2606,5822,3725,5843,6710,2612,8407,7292,3656,1258,8560
tRNA-Lys-1,47,47,12,11,11,11,9,11,7,12,6,5,8,8,21,6,2,15
SPD_1582,1535,1363,414,424,804,689,816,972,442,394,491,527,453,413,408,117,51,231
SPD_1583,1020,825,403,385,485,427,475,521,267,229,313,340,257,186,224,67,47,106
SPD_1584,1667,1297,727,667,579,472,513,549,304,294,342,486,381,220,279,98,57,158
SPD_1585,3928,3117,1809,1625,1386,1160,1273,1211,684,714,686,958,766,667,590,325,198,544
SPD_1586,16088,12606,9313,8218,26408,25793,32208,23408,19936,19359,14456,19467,19379,17784,14551,16879,8383,18317
SPD_1587,5973,4292,3511,3271,3428,3113,2568,1902,2441,1887,979,1046,2349,1405,1373,3550,1709,2875
SPD_1588,43232,37294,30695,27151,29849,29776,24076,17687,6305,5666,4679,5423,4288,3149,2946,5812,2740,5613
SPD_1589,4945,3732,2850,2592,2938,2923,2542,1808,630,594,385,579,402,272,331,644,255,549
SPD_1590,47113,41611,32756,29698,42405,41289,34957,28169,8985,8043,6565,8065,5541,3908,3828,6789,3143,5887
SPD_1591,19596,18040,13894,12038,20270,19901,18375,13653,4031,4065,3448,4315,2625,1831,1745,2861,1398,2486
SPD_1592,228,199,150,160,1465,1505,1935,1541,899,837,964,1091,899,842,762,481,248,754
cclA,333,273,74,85,40,40,33,56,217,69,738,256,6086,9750,13757,2177,525,5628
SPD_1594,2447,2052,2300,2280,33219,30539,45942,41139,16219,16955,44505,55292,30115,44859,40887,24292,12074,42385
SPD_1595,1138,909,1157,1127,20258,19014,28181,23322,9898,11304,26478,32347,22261,35312,27207,27532,12589,38881
trpA,5362,5135,4386,4324,3591,3191,3329,4442,5188,4133,3005,3259,3166,2732,3357,2346,962,2862
trpB,4665,4792,3476,3658,4056,3265,3539,5790,5518,4100,2969,3230,3472,2858,3671,2564,1043,3090
trpF,1834,1684,1275,1371,1665,1407,1449,2492,2198,1720,1265,1355,1537,1192,1503,1078,435,1162
trpC,2077,2069,1513,1542,2149,1751,2168,3400,3056,2264,1671,1812,1943,1623,2123,1345,643,1756
trpD,3332,2935,2296,2392,3776,3228,3756,5308,5114,3711,2970,3340,3534,3136,3687,2671,956,2737
trpG,1478,1240,1033,1065,1828,1480,1868,2591,2622,2038,1297,1532,1676,1500,1825,1359,576,1384
trpE,2778,2500,2043,2222,3886,3060,4055,5529,5184,3808,2909,3091,3619,3747,3984,2909,1326,3158
SPD_1603,2115,1860,1648,1632,3541,3296,4459,4184,5113,3691,2985,3352,4148,4787,4913,4287,1743,5101
SPD_1604,3,6,6,11,14,13,14,20,15,6,13,18,8,21,18,19,12,17
trn0830,2193,1961,2383,2174,4616,3800,5458,5543,6374,5135,4219,4745,6043,6460,5970,5718,2801,5770
srn400,1765,1482,1488,1486,6670,6378,7852,6719,6887,6868,5494,6188,5641,7304,5781,5103,2687,4916
SPD_1605,3022,2454,2075,1825,16119,14627,15896,13879,13873,13566,10745,13431,12073,10993,8702,7347,3651,8178
SPD_1606,1826,1531,1163,1115,2724,2525,1555,1724,1094,895,948,1193,606,518,510,205,143,283
SPD_1607,3159,2485,1987,1616,5800,5460,3275,3215,2140,1990,2323,2568,1145,1164,1080,413,299,523
SPD_1608,1661,1190,1076,932,3158,2882,1790,1679,1202,862,1243,1318,660,538,577,320,195,330
SPD_1609,1786,1385,1208,954,4306,3974,2682,2413,1545,1605,1541,1924,1013,827,761,861,365,809
SPD_1610,740,581,546,501,1899,1761,1159,981,744,695,740,838,553,394,346,545,273,494
SPD_1611,25,19,34,31,130,132,91,50,96,122,80,62,30,33,36,31,10,30
galE-2,746,582,542,489,2135,1893,1182,1209,1020,827,707,776,668,519,583,324,138,356
galT-1,1112,789,874,763,5753,5222,4267,3459,2462,2144,2306,2728,1496,1429,1383,817,432,743
SPD_1614,308,177,244,137,2395,2211,1999,1381,956,674,990,1398,727,612,490,283,151,319
SPD_1615,249,194,261,180,2441,2367,2022,1582,919,1057,1203,1366,686,626,562,275,187,329
SPD_1616,218,157,185,145,1589,1538,1277,897,626,522,724,838,407,357,315,256,113,217
SPD_1617,1978,1484,1482,1160,8582,7966,7185,5356,2880,3214,3400,4219,2243,1708,1712,1974,1118,1583
SPD_1618,9,49,18,17,6,5,1,6,76,6,6,0,6,7,4,1,4,2
SPD_1619,74037,63901,42487,41263,39696,33776,26268,32461,29313,26098,11496,13272,20129,16585,20830,24455,11527,36220
SPD_1620,30701,26899,16760,17052,20713,15826,13988,19009,14655,11558,5245,6212,9422,8632,11207,11202,5203,17636
SPD_1621,47887,41169,31292,31493,45390,36226,35218,44367,26200,22270,11417,13040,16820,11460,17014,15361,8038,22870
SPD_1622,28573,25115,19257,18937,36437,28148,34478,47399,21623,16567,10490,11337,15115,11385,16323,15834,7136,24497
SPD_1623,7826,6409,5596,5401,17636,13751,18414,23619,10922,7941,5149,6042,8698,6520,8421,10304,4624,14002
SPD_1624,2485,1988,2017,1799,6640,5364,7086,7751,4024,3513,2028,2491,3417,2710,3430,4150,1772,5434
SPD_1625,1231,1021,1127,954,3372,2863,3482,2989,2463,2185,1346,1502,2101,2175,1581,3022,1408,3197
xth,16557,15822,12795,13116,34320,28208,53593,64401,12909,10613,12257,14385,10398,8050,10463,10795,4082,14223
SPD_1627,14406,11854,14025,13374,25367,22841,43621,39934,10971,10342,11633,14172,8815,7092,7242,8544,3653,9462
xpt,4913,4151,18073,17400,731,556,320,331,5718,5258,153,267,3287,251,376,13036,5517,6676
pbuX,18790,16974,51047,52175,1531,1147,1245,1440,16851,13670,495,732,9338,564,1116,23113,9311,14467
SPD_1630,2822,2515,1859,1695,3366,3470,3669,2952,2776,2430,1610,2084,1711,1705,1562,2361,1164,2371
SPD_1631,3659,2901,2160,2102,4593,4786,5388,3953,3196,3068,2543,3207,2626,2924,2499,3224,1686,3413
SPD_1632,966,960,233,291,542,391,333,392,460,360,197,247,708,451,610,1394,624,1802
galT-2,216,214,163,166,714,621,685,1095,460,396,518,595,476,346,529,212,62,422
galK,151,139,102,79,535,424,564,774,441,376,406,473,398,302,451,196,97,309
galR,296,363,217,173,1034,957,1303,1511,836,681,590,647,669,736,850,442,195,794
SPD_1636,1765,1751,421,431,4977,3946,6302,8733,3206,2371,4467,5119,2343,3331,3787,1653,738,2187
SPD_1637,834,773,103,114,1268,1108,1841,1913,782,613,1406,1562,638,927,910,735,305,669
SPD_1638,2759,2426,233,295,3046,2431,4035,4340,1813,1676,3171,3606,1554,2775,2955,3981,1627,2939
SPD_1639,575,448,334,300,995,1019,1491,1076,598,553,616,665,387,635,588,675,306,754
pnuC,253,294,139,128,316,262,317,323,214,205,84,172,177,161,220,115,81,171
SPD_1641,14,9,10,13,8,15,11,5,4,11,12,1,5,11,11,18,18,14
proWX,34747,32568,33208,34091,37336,29235,48801,60216,14082,13316,15205,19260,16508,11861,14360,6842,3147,14178
proV,14666,13085,14277,13986,12935,10908,15531,17519,5425,5633,4967,6655,6325,4228,5338,3573,1581,6104
SPD_1644,15266,13240,14760,14943,14405,11778,16412,20194,6033,6124,5071,7298,7444,4984,6057,3887,1808,7434
SPD_1645,6553,5942,7595,7376,7087,6386,8823,8620,3149,3583,3256,4330,3624,3372,3005,2588,1257,4361
SPD_1646,15802,14044,13300,13626,18682,17091,27018,29149,11235,9320,10422,12260,7733,9619,10875,6205,2455,11502
pepA,34280,32398,27276,28640,40847,30963,51377,79951,23104,18134,18785,21355,15920,17933,21466,13081,5319,24023
SPD_1648,33,32,17,11,27,43,43,41,36,76,30,25,20,17,42,25,14,48
SPD_1649,1551,1544,464,472,7652,6051,3267,3231,6446,5035,2050,2218,6113,6731,10216,2968,1325,8946
SPD_1650,2380,2380,766,759,8188,6821,3389,3187,6685,5900,2348,2519,6387,6358,10092,2746,1362,8059
SPD_1651,1989,1971,603,603,5298,4308,2174,1994,4349,3662,1453,1549,3927,4105,6194,1750,838,5167
SPD_1652,3467,3282,1223,1282,12004,11458,4441,3573,10213,10193,3518,3721,10039,8815,11568,3651,1741,8345
F48,367,328,142,110,845,950,370,216,920,1058,282,302,975,827,855,282,182,642
SPD_1653,5424,4626,2897,2976,3580,3054,3481,4076,2204,1932,1399,1763,1629,1170,1560,1226,632,2050
rluB,13048,12266,6460,6787,8830,6899,7881,11321,5311,4594,3135,3879,3711,2630,3719,2794,1191,5285
scpB,11037,10595,5893,6136,7169,5961,6732,9165,4321,4051,2793,3282,3213,2323,3135,2328,1214,4507
scpA,14656,13206,8305,8609,11393,9481,10464,13550,7005,5890,4476,5362,5145,3688,5115,3885,1820,7299
xerD,13682,12326,8560,8684,12910,10685,11779,13808,7931,7171,5284,6258,6294,4723,5614,5271,2579,8488
SPD_1658,8183,7455,4529,4672,8837,6639,8428,12849,5077,4164,3058,3585,3961,2789,3948,3073,1503,5949
SPD_1659,7544,7060,4176,4365,8856,6629,8004,12490,4914,3860,2955,3561,3852,2967,3886,3734,1569,5958
SPD_1660,19209,16752,11880,11739,19748,16286,18848,22670,11671,9819,7417,8726,10244,8185,9569,11177,4995,16389
murI,11632,11225,7545,7664,14239,10702,13957,21438,8953,7305,5984,7006,7347,7211,7637,7951,3580,13551
SPD_1662,12719,11352,10803,9949,11081,13772,14341,8419,10828,9694,6771,7372,7449,8471,7766,10315,4835,12231
treC,791,625,824,863,1248,1016,1281,1648,1017,834,622,717,771,582,727,823,354,907
SPD_1664,490,437,711,768,533,393,736,991,360,324,299,303,269,220,276,155,67,234
treR,987,792,748,742,3681,3417,3005,3120,2625,2584,1679,2078,2050,2130,1885,1713,765,1965
sRNA39,154,88,50,42,36,29,24,11,39,27,37,34,37,28,26,19,11,30
SPD_1666,35,29,16,22,27,17,16,14,28,9,22,13,19,20,23,36,19,32
R7,8496,6626,4840,4186,17189,17408,21387,20944,14747,13532,15327,17424,9953,10848,10119,5060,1956,7130
amiF,80413,70708,46613,43277,185352,158977,219412,252620,146470,119691,138700,159428,98051,102404,113846,43255,18269,68313
amiE,81444,70012,47095,43070,199154,159124,243114,314692,149746,117175,147453,167707,106657,104991,124499,42129,17028,70415
amiD,69799,57119,38833,35346,175889,141690,225961,287097,128801,102744,136038,159494,100893,91912,112774,38051,14984,62621
amiC,106403,84356,63031,55695,273364,235340,384621,417677,198119,167285,236229,277356,168832,152046,176863,65890,28220,108601
amiA,199069,169127,116991,107882,780087,681877,1038922,1062832,426570,382863,499013,599368,385364,348614,355224,168521,72475,272113
sRNA52,55,54,14,17,16,12,8,12,13,11,6,5,24,22,32,25,10,84
SPD_1672,29294,23371,13731,12837,19140,17843,13987,14156,19756,17379,10353,12161,18174,18541,17609,23752,12142,32322
gtfA,454,411,355,320,1410,1291,1464,1530,1052,929,1064,1233,738,918,981,438,212,583
SPD_1674,15,19,17,17,83,70,109,133,56,58,71,77,42,39,59,21,13,35
rafG,155,129,120,120,575,502,799,931,371,314,448,430,291,310,405,134,46,301
rafF,119,87,71,95,551,429,873,1124,375,268,461,450,338,324,341,104,38,232
rafE,187,165,112,113,844,718,1519,1797,580,424,818,901,542,586,712,251,80,434
aga,388,328,241,243,1338,1063,2066,2351,984,868,1033,1352,882,916,940,503,284,825
msmR,929,856,845,870,2586,2681,5429,3915,2060,2241,3039,3251,2035,3155,3027,1828,1204,3101
SPD_1680,1098,962,951,966,3749,4068,7545,5741,2831,3335,4246,5012,2468,3393,3248,2421,1186,2890
SPD_1681,8,12,6,9,21,15,20,20,13,20,6,5,7,14,19,9,13,11
tRNA-Ser-2,788,606,551,532,14,22,13,8,19,59,8,8,15,34,21,25,34,68
tRNA-Ile-1,342,338,211,219,15,25,16,5,31,30,9,7,24,19,29,31,48,122
tRNA-Gly-1,449,318,161,182,14,17,9,6,21,16,0,3,14,20,22,34,37,69
tRNA-Phe-1,185,199,80,78,7,8,4,9,22,2,5,1,9,7,22,34,22,73
tRNA-Met-1,20,8,9,7,0,2,0,0,3,0,0,0,0,0,2,1,3,10
tRNA-Ser-3,500,493,275,248,29,35,24,7,53,58,15,13,33,56,72,43,59,280
tRNA-Met-2,349,428,174,187,13,27,8,12,42,33,9,6,24,22,35,67,27,120
tRNA-Met-3,526,772,316,364,33,51,20,8,51,56,21,11,11,50,40,64,31,243
tRNA-Pro-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRNA-Arg-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRNA-Leu-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRNA-Gly-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRNA-Thr-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRNA-Leu-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRNA-Lys-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRNA-Asp-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRNA-Val-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rrfB,49,56,43,50,56,35,24,13,27,149,24,21,41,101,19,65,36,73
rrlB,14210,16550,5773,5475,43685,8775,21937,42859,5863,30638,4914,8552,25049,16707,8587,7586,2942,37015
tRNA-Ala-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rrsB,6258,6218,2182,2172,15964,2932,9470,18710,3055,9655,1647,3161,11313,6413,2802,3312,1109,21211
tRNA-Glu-2,135,101,111,95,205,176,203,208,169,110,81,142,113,101,110,113,44,108
rumA-2,6583,6109,4384,3950,8012,7131,10548,9901,5325,4490,4149,4861,4713,4437,4539,4779,2351,5783
recX,1308,1053,898,757,1547,1441,1854,1504,1380,1238,944,1201,1175,1238,1159,1365,628,1479
SPD_1706,49852,44703,29845,29055,36087,34839,50736,38966,26909,22933,24235,28862,25141,33919,34220,31826,15220,56420
SPD_1707,6711,5670,6229,4265,3668,5212,6417,2075,3238,3247,3398,4463,2817,4091,3133,2786,1283,3786
SPD_1708,46,48,33,44,25,29,40,34,20,28,27,16,16,27,36,35,13,48
groEL,19430,19900,16275,16961,54893,41945,33322,45475,40138,47930,17356,29291,114871,54002,65006,76965,39143,111127
groES,1902,2049,1720,1852,6896,5498,3587,3916,6033,7517,2472,3720,21472,11967,12705,15776,8221,19549
ssbB,889,841,402,465,250,246,208,263,3966,654,10151,3833,179784,222157,208254,43733,13191,101240
SPD_1712,9930,8866,5802,5763,12600,10028,15798,23992,6789,5186,4603,5615,5277,4567,5405,4490,2131,7789
SPD_1713,8345,8177,5469,5379,12277,9977,14979,20081,6584,5423,4782,5767,5344,4516,5557,5198,2477,8093
SPD_1714,4068,3624,2800,2536,6176,4948,7221,8993,3336,2771,2451,2972,3177,2625,2778,2900,1413,4567
SPD_1715,1841,1873,1257,1433,3411,2694,4145,4780,2110,1791,1699,1828,1696,1946,1849,1966,1031,3212
SPD_1716,1014,875,830,863,4780,4102,10006,11513,1874,1806,3983,4719,2807,3485,3562,10748,5004,14257
SPD_1717,2593,2511,1900,2164,11561,9620,23048,28426,4328,3914,8120,9882,6411,8428,9103,35864,14923,50578
SPD_1718,1858,1830,1635,1617,6604,5518,12415,14860,2799,2246,4377,5310,6369,5849,6567,43823,16545,66190
SPD_1719,565,421,252,269,1085,826,1515,2053,781,707,636,872,665,638,805,470,214,686
SPD_1720,214,240,125,114,722,526,875,1073,579,430,384,472,361,451,445,252,77,346
SPD_1721,186,182,36,41,40,38,48,61,31,52,59,51,43,78,86,41,29,115
SPD_1722,117,142,31,31,37,33,48,88,71,84,47,96,72,89,150,38,51,121
SPD_1723,20,27,10,6,4,12,15,7,4,9,11,28,21,34,14,9,10,34
SPD_1724,70,62,28,19,14,28,29,30,36,41,26,51,31,55,58,34,26,42
SPD_1725,64936,56035,35807,34048,55267,51412,91051,110926,49182,42363,51941,61720,48233,52478,54480,27399,11672,39423
ply,151995,128296,94462,91410,317246,280720,453075,616312,168391,141776,188944,232876,190584,176901,193981,59118,27176,118827
SPD_1727,28951,23412,19170,18072,70098,65042,105325,117960,37558,32520,45316,58076,45098,44090,46645,15789,7645,30116
SPD_1728,33180,26611,23225,22148,104528,97464,156589,173775,57790,52347,72694,87843,71191,74341,74222,32075,16006,57870
SPD_1729,15901,12851,10987,10490,73610,68654,104576,112056,40529,38185,50763,60982,52565,58226,52179,30025,15302,55460
SPD_1730,1643,1204,1144,1063,1059,1033,1367,1173,733,641,561,611,444,679,648,710,231,854
SPD_1731,237,201,123,129,117,120,104,112,119,87,57,114,206,164,160,106,68,241
SPD_1732,462,400,262,302,296,212,232,204,249,265,193,187,363,432,384,300,149,514
SPD_1733,157,121,67,81,96,93,78,71,75,119,58,52,115,156,129,63,28,161
SPD_1734,681,619,411,357,472,458,398,383,419,494,227,275,704,661,649,473,256,842
SPD_1735,409,312,277,247,204,194,202,174,217,192,124,141,338,454,396,278,141,467
SPD_1736,312,237,203,159,163,183,147,170,138,181,157,140,289,315,292,229,106,371
lytA,40173,38926,22319,23034,44843,34544,51362,72830,22442,17338,22572,24462,37316,54316,64102,19104,7487,56079
dinF,47667,42064,29340,29473,35218,30356,44566,51353,25311,21692,26959,27938,54864,87101,98958,31123,13018,83117
recA,52451,49561,44967,43691,57595,51107,74442,81599,36295,30688,38982,39094,100284,141705,128146,50944,21037,102708
cinA,11806,11111,7751,7633,9111,8122,12346,14934,8844,5483,11806,8567,63475,96367,103100,23225,8719,76932
lytR,23194,19613,15047,15274,24352,22672,31230,28973,16342,14165,13812,15683,21200,21988,22778,22705,10100,41938
SPD_1742,7843,6837,4347,4516,8272,6625,9062,10753,5238,4120,4791,5376,8501,9063,10627,9312,4025,19222
SPD_1743,5110,4366,2847,3019,7085,6390,8191,7887,5088,4170,5621,5325,9996,12705,12901,13496,6016,24974
comM,917,722,603,466,490,473,375,415,2236,793,3381,2154,14119,27894,25121,33252,14048,64749
SPD_1745,5094,4102,4094,3712,9320,9029,8550,6577,9687,10540,6148,7130,12550,8577,6915,24938,12012,36459
SPD_1746,633,504,331,312,4390,4072,3826,3140,3009,3299,3611,4799,5952,3069,2413,6231,3321,11300
SPD_1747,1202,1146,761,673,10246,8950,7856,7472,9205,9658,8344,10454,16742,8492,7219,17707,9780,36440
SPD_1748,990,792,603,509,7172,6891,5743,4967,7539,7517,6305,7903,11907,6973,5684,14024,7514,28518
SPD_1749,912,716,552,482,8074,8022,5984,4664,8933,8482,8510,9406,12226,7721,6819,10094,5281,27549
wrbA,249,171,158,124,1891,1699,1136,860,2302,1885,1891,2169,2587,2144,1688,2172,1117,6278
SPD_1751,154,131,118,109,1275,1201,769,688,1519,1335,1441,1665,2143,1362,1282,1456,760,4944
SPD_1752,491,369,407,292,3883,3525,2445,1958,4671,3948,4093,4582,5859,3675,3368,4029,1564,12828
SPD_1753,776,502,562,537,4702,4495,3744,2797,5510,5085,4801,5532,6230,4421,3641,4840,2033,13301
SPD_1754,972,807,643,585,3671,3027,3624,3901,3214,2579,2638,2855,2940,2604,2766,2123,820,6580
SPD_1755,986,936,735,669,3249,2688,3476,3874,2654,2165,2300,2476,2307,2261,2303,1979,915,5270
SPD_1756,434,336,365,367,1192,1205,1427,960,1018,1230,1074,1326,1080,955,748,876,390,1937
sRNA10,397,339,356,295,1121,1188,1315,949,990,1108,948,1148,1000,876,736,730,362,1903
ndk,7012,5440,3538,3054,13363,10858,19745,20358,8594,7382,7906,9652,7269,7333,7002,5353,2309,7788
rpoC,251693,226753,138475,129471,116487,88748,91033,134309,104305,78373,53482,60266,65457,51281,66754,44221,19507,72195
rpoB,251235,211461,161362,151701,87865,68302,75713,109010,90465,63961,44911,50323,61325,56055,71692,56375,25710,98852
tRNA-Cys-1,6,7,6,6,4,14,9,2,33,24,17,15,10,33,27,24,16,28
SPD_1761,45576,39188,23552,23238,35648,30785,43046,46904,23810,19759,18214,21510,18817,20185,22216,19471,8667,28118
SPD_1762,17507,15693,9745,10552,11497,9529,10051,11947,8623,7248,5709,6905,6619,5968,7523,5896,2718,8888
SPD_1763,5573,4521,3228,3175,3863,3115,4179,5526,2624,2086,2185,2408,1666,1932,2077,1709,919,2508
murA-2,33818,32627,18517,20161,28330,21090,31861,51590,18365,14474,14764,15984,12571,13655,16907,12429,5464,20789
SPD_1765,11548,10118,6965,7240,11097,8627,13890,17091,8969,7658,9842,10813,7285,8800,10007,6711,2877,9982
coaD,3536,3180,2252,2227,3046,2438,3449,4426,3001,2441,3179,3238,2514,3102,3493,2395,1044,3441
SPD_1767,2685,2467,1436,1504,2799,2245,3533,4640,3153,2497,3268,3413,2349,3189,3719,1805,747,3640
asnA,36423,31798,24778,24250,122163,94663,159328,236888,105853,82612,100585,116111,80975,94082,98511,33896,14097,57911
